ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
57576250,MT,IP-03BU0233-1C4-1,STELLANTIS,CHRYSLER,FCA US LLC,,E3*2007/46*0300*30,BU,AXN1B,E13AD5,JEEP,RENEGADE,M1,M1,1,1860,1476,129,152,2570,1551,1553,PETROL,M,999,88,,,,,,,P,2021,,,
57576251,MT,IP-03BU0201-1C4-1,STELLANTIS,CHRYSLER,FCA US LLC,,E3*2007/46*0300*26,BU,AXP11,E14D5,JEEP,RENEGADE,M1,M1,1,1900,1466,128,155,2570,1551,1553,PETROL,M,1332,110,,,,,,,P,2021,,,
57576252,MT,IP-11NLH2018-0022,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*1087*00,GB,B5P71,D71AZ1,HYUNDAI,I20,M1,M1,1,1650,1305,111,127,2570,1520,1519,PETROL,M,998,73,,,,,,,P,2021,,,
57576253,MT,IP-05097-KNA-1,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*04,YB,B5P81,M57AZ1,KIA,RIO,M1,M1,1,1570,1242,116,130,2580,1512,1518,PETROL,M,1197,61,,E5 E5 29,,1,,,P,2021,,,
57576254,MT,IP-20GR60023-JHM-1,TESLA,HONDA MOTOR CO,HONDA MOTOR CO LTD,,E6*2007/46*0415*01,GR,GR301,3,HONDA,JAZZ,M1,M1,1,1710,1382,57,71,2517,1487,1474,PETROL,H,1498,72,,E9 E6 28,,1,,,P,2021,,,
57576255,MT,IP-0000101-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1676*08,F1X,72AC,DAW50000,BMW,X1 SDRIVE 18D,M1,M1,1,2125,1719,114,141,2670,1561,1562,DIESEL,M,1995,110,,,,,,,P,2021,,,
57576256,MT,IP-050049-KNA-01,KIA,KIA,KIA CORPORATION,,E5*2007/46*1078*03,JA,F5P81,M57DZ1,KIA,PICANTO,M1,M1,1,1400,1095,101,115,2400,1390,1402,PETROL,M,998,49,,,,,,,P,2021,,,
57576257,MT,IP-132017010-JMZ-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*1803*08,KF,6W7,AAW0,MAZDA,CX-5,M1,M1,1,2035,1724,150,173,2700,1595,1595,PETROL,M,1998,121,,,,,,,P,2021,,,
57576258,MT,IP-0023-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*02,AB1,KGB40H,KGB40RAHGGKW2U,TOYOTA,AYGO,M1,M1,1,1240,1025,95,118,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576259,MT,IP-0021-JT_1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*02,AB1,KGB40(H),KGB40R-AHMGKW(2U),TOYOTA,AYGO,M1,M1,1,1240,1019,93,114,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576260,MT,IP-09JN1-2018-0003,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*04,J11,A,A15,NISSAN,QASHQAI,M1,M1,1,1975,1602,106,139,2646,1560,1560,DIESEL,M,1461,85,,,,,,,P,2021,,,
57576261,MT,IP-09JN1-2018-0003,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*04,J11,A,A15,NISSAN,QASHQAI,M1,M1,1,1975,1602,106,139,2646,1560,1560,DIESEL,M,1461,85,,,,,,,P,2021,,,
57576262,MT,IP-0000293-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1881*06,G4X,4M92,IAV500B0,BMW,X4,M1G,M1G,1,2585,2084,88,110,2864,1620,1666,DIESEL,H,1995,140,,,,,,,P,2021,,,
57576263,MT,IP-21u20p297PAA01-SAL-1,TESLA,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,,E5*2007/46*1056*04,LW,S5JM2M,A5DAA,LAND ROVER,RANGE ROVER SPORT,M1G,M1G,1,3200,2750,72,82,2923,1693,1686,PETROL/ELECTRIC,P,1997,221,218,,,,,,P,2021,,,44
57576264,MT,IP-20815p221AA01-SAL-1,TESLA,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,,E5*2007/46*0076*03,LZ,S5DC2L,B5FAA,LAND ROVER,RANGE ROVER EVOQUE,M1G,M1G,1,2660,2431,43,44,2681,1626,1632,PETROL/ELECTRIC,P,1498,213,159,,,,,,P,2021,,,
57576265,MT,IP-03BU0233-1C4-1,STELLANTIS,CHRYSLER,FCA US LLC,,E3*2007/46*0300*30,BU,AXN1B,E13AD5,JEEP,RENEGADE,M1,M1,1,1860,1476,129,152,2570,1551,1553,PETROL,M,999,88,,,,,,,P,2021,,,
57576266,MT,IP-JBA1N0PDW5A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*09,RJB,HH2,N0BUA4BA5300,RENAULT,CAPTUR,M1,M1,1,1834,1507,85,95,2639,1554,1541,PETROL,H,1332,103,,E2  E2 33,,1.4,,,P,2021,,,
57576267,MT,IP-2019536BBF-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E9*2007/46*3146*09,X,XZBB,XZBBVF0?,VOLVO,XC40,M1,M1,1,2290,1952,41,49,2702,1601,1626,PETROL/ELECTRIC,P,1477,132,159,,,,,,P,2021,,,45
57576268,MT,IP-201953615D-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E9*2007/46*3146*09,X,XZ15,XZ15VD0,VOLVO,XC40,M1,M1,1,2120,1728,147,166,2702,1601,1626,PETROL,M,1477,120,,,,,,,P,2021,,,
57576269,MT,IP-JBA1N0PDW5A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*09,RJB,HH2,N0BUA4BA5300,RENAULT,CAPTUR,M1,M1,1,1834,1489,85,95,2639,1554,1541,PETROL,H,1332,103,,E2  E2 33,,1.4,,,P,2021,,,
57576270,MT,IP-0022-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E6*2007/46*0349*03,P,S,CFB7H1B000,CITROEN,C1,M1,M1,1,1240,1025,85,110,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576271,MT,IP-0022-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E6*2007/46*0350*02,P,S,CFB7H1B000,PEUGEOT,108,M1,M1,1,1240,1024,85,110,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576272,MT,IP-BX72201900006-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3165*04,J2K,B7JA12X,5GTPPNAXLAP,FORD,PUMA,M1,M1,1,1815,1450,110,139,2588,1562,1518,PETROL,M,999,92,,E9  28 29,,2.2,,,P,2021,,,
57576273,MT,IP-04KNA-2018-1056,KIA,KIA,KIA CORPORATION,,E4*2007/46*1139*10,DE,C5P11,D61CZ1,KIA,NIRO,M1,M1,1,1930,1587,60,77,2700,1555,1569,PETROL,H,1580,77,,,,,,,P,2021,,,
57576274,MT,IP-MQB27SZA12019-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDKRF,FM6SFM6AJ0194BF3A1BAD,SEAT,ARONA,M1,M1,1,1670,1328,113,135,2552,1505,1485,PETROL,M,999,85,,,,,,,P,2021,,,
57576275,MT,IP-F16A1RNP6TAY00-JT1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6697*03,F16,A,A02,NISSAN,JUKE,M1,M1,1,1700,1359,112,136,2563,1560,1552,PETROL,M,999,86,,,,,,,P,2021,,,
57576276,MT,IP-MQB27SZA10219-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDKRF,FM6SFM6AJ0194BF3A1AAD,SEAT,ARONA,M1,M1,1,1670,1322,110,131,2552,1505,1485,PETROL,M,999,85,,,,,,,P,2021,,,
57576277,MT,IP-MQB27SZA30549-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1985*07,C1,DLAAACX05,FD7FD7CW0094BI1AAAG,VOLKSWAGEN,T-CROSS,M1,M1,1,1770,1442,112,147,2551,1526,1508,PETROL,M,999,81,,,,,,,P,2021,,,
57576278,MT,IP-DGZEAT84552-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,4,DGZUC1J000,PEUGEOT,3008,M1,M1,1,2270,1956,35,31,2675,1601,1610,PETROL/ELECTRIC,P,1598,133,156,E2 28 29,,1.4,,,P,2021,,,61
57576279,MT,ip-hnpmb6f2427-vf3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0405*27,L,P,HNPJC12100,PEUGEOT,308,M1,M1,1,1735,1324,101,125,2620,1563,1557,PETROL,M,1199,81,,,,,,,P,2021,,,
57576280,MT,IP-0098-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0338*02,"AX1T(EU,M)",ZYX11(H),ZYX11R-AHXKBW(2E),TOYOTA,C-HR,M1,M1,1,1860,1581,60,77,2640,1540,1560,PETROL,H,1798,72,,E6 28,,0.9,,,P,2021,,,
57576281,MT,IP-11NLH-2018-0008,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*1087*00,GB,B5P21,M51AZ1,HYUNDAI,I20 ACTIVE,M1,M1,1,1580,1218,127,139,2570,1514,1513,PETROL,M,1248,61,,,,,,,P,2021,,,
57576282,MT,IP-132019518-JMZ-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*2041*06,DM,6WE,ACW00,MAZDA,CX-30,M1,M1,1,1957,1657,88,106,2655,1565,1565,PETROL,H,1998,90,,,,,,,P,2021,,,
57576283,MT,IP-ZKXREDU5764-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E9*2007/46*6816*02,B,C,ZKXCA0DA00,CITROEN,E-C4,M1,M1,1,2000,1711,0,0,2670,1560,1560,ELECTRIC,E,,100,160,,,,,,P,2021,,,
57576284,MT,IP-0000337-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1676*10,F1X,72AB,IAW50000,BMW,X1,M1,M1,1,2330,1940,43,41,2670,1561,1562,PETROL/ELECTRIC,P,1499,92,138,,,,,,P,2021,,,57
57576285,MT,ip-050691-kna-1,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*04,YB,C5P71,D72EZ1,KIA,STONIC,M1,M1,1,1710,1436,75,90,2580,1531,1539,PETROL,H,998,88,,E5 E5 29,,1,,,P,2021,,,
57576286,MT,IP-MQB27ZZA10529-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1892*16,GB,SDLACF1,FM5FM5DF008RT11B174BIAEM,AUDI,A1 SPORTBACK,M1,M1,1,1630,1304,108,129,2550,1511,1490,PETROL,M,999,70,,E13 29,,1.1,,,P,2021,,,
57576287,MT,IP-YHSMB65126-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*12,U,D,YHSKR2B700,PEUGEOT,2008,M1,M1,1,1730,1390,98,117,2605,1550,1550,DIESEL,M,1499,81,,E2 28 29,,1.8,,,P,2021,,,
57576288,MT,IP-033120239-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*59,312,AXZ1A,20J,FIAT,ABARTH 500,M1,M1,1,1425,1203,159,153,2300,1415,1408,PETROL,M,1368,121,,,,,,,P,2021,,,
57576289,MT,IP-41215-TSM-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAGYAR SUZUKI,MAGYAR SUZUKI CORPORATION LTD,,E4*2007/46*0928*06,LY,DD1S,MT,SUZUKI,VITARA,M1,M1,1,1770,1379,73,90,2500,1535,1505,PETROL,M,1373,95,,,,,,,P,2021,,,
57576290,MT,IP-MQB27ZZA00533-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1892*16,GB,SDLACF1,FD7FD7CW005RT11B174BIAEM,AUDI,A1 SPORTBACK,M1,M1,1,1675,1349,107,137,2550,1511,1490,PETROL,M,999,70,,E13 28 29,,2.1,,,P,2021,,,
57576291,MT,IP-F16A1RNP6TAY00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6697*01,F16,A,A02,NISSAN,JUKE,M1,M1,1,1700,1359,112,136,2636,1560,1552,PETROL,M,999,86,,,,,,,P,2021,,,
57576292,MT,IP-YHXAT61132-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E4*2007/46*1241*09,2,C,YHXXR2F001,CITROEN,C3 AIRCROSS,M1,M1,1,1860,1500,104,139,2604,1513,1491,DIESEL,M,1499,88,,E4 E4 29,,1.2,,,P,2021,,,
57576293,MT,IP-DG982002GTSMT00-WP0-1,VW-SAIC,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*1607*10,982,CD11,32,PORSCHE,718 CAYMAN GTS,M1,M1,1,1700,1574,246,247,2475,1527,1535,PETROL,M,3995,294,,,,,,,P,2021,,,
57576294,MT,IP-000558-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1679*08,FMCA,WJ32,IHW40000,MINI,COOPER,M1,M1,1,1670,1403,124,138,2495,1501,1501,PETROL,M,1499,100,,E24 29,,1.3,,,P,2021,,,
57576295,MT,IP-MQB27ZZA20529-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*1783*22,AW,ABDLAC,FM5FM5DF008N3VR24BIAA0G,VOLKSWAGEN,POLO,M1,M1,1,1650,1321,104,122,2551,1499,1483,PETROL,M,999,70,,,,,,,P,2021,,,
57576296,MT,IP-F16A1RNP6TAY00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6697*03,F16,A,A02,NISSAN,JUKE,M1,M1,1,1700,1362,112,136,2636,1560,1552,PETROL,M,999,86,,,,,,,P,2021,,,
57576297,MT,IP-JBA1MMP010A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*09,RJB,HH2,MM4UA08A5010,RENAULT,E-TECH,M1,M1,1,2060,1735,34,35,2639,1554,1541,PETROL/ELECTRIC,P,1598,74,,,,,,,P,2021,,,
57576298,MT,IP-MQB27ZZA00533-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1892*16,GB,SDLACF1,FD7FD7CW0005RT11B164BIAE,AUDI,A1 SPORTBACK,M1,M1,1,1675,1329,107,135,2550,1511,1490,PETROL,M,999,70,,E13 28 29,,2.1,,,P,2021,,,
57576299,MT,IP-0098-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0338*02,"AX1T(EU,M)",ZYX11(H),ZYX11R-AHXKBW(2E),TOYOTA,C-HR,M1,M1,1,1860,1587,60,78,2640,1540,1560,PETROL,H,1798,72,,E6 28,,0.9,,,P,2021,,,
57576300,MT,IP-JAA1MTPJT4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*09,RJA,BE2,MT6UA3GA5000,RENAULT,CLIO,M1,M1,1,1609,1292,111,120,2583,1506,1494,PETROL,M,999,67,,E9  E9 28 29,,1.9,,,P,2021,,,
57576301,MT,IP-040924-KMH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E4*2007/46*1259*05,OS,F5P11,M61A11,HYUNDAI,KONA,M1,M1,1,1775,1437,125,145,2600,1563,1572,PETROL,M,998,88,,E9 E9 29,,1.4,,,P,2021,,,
57576302,MT,IP-03_BU_0215-1C4-1,STELLANTIS,CHRYSLER,FCA US LLC,,E3*2007/46*0300*30,BU,AXT23,19B,JEEP,RENEGADE,M1,M1,1,2315,1932,46,172,2570,1541,1541,PETROL/ELECTRIC,P,1332,132,175,,,,,,P,2021,,,
57576303,MT,IP-J11A1DZP6DAY00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E5*2007/46*1029*06,J11,F,F10,NISSAN,QASHQAI,M1,M1,1,1810,1507,132,146,2646,1560,1560,PETROL,M,1332,103,,,,,,,P,2021,,,
57576304,MT,IP-F16A1RNP6TAY_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN,NISSAN INTERNATIONAL SA,,E9*2007/46*6697*03,F16,A,A02,NISSAN,JUKE,M1,M1,1,1700,1362,112,136,2636,1560,1552,PETROL,M,999,86,,,,,,,P,2021,,,
57576305,MT,IP-050531-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0090*01,AC3,B5P11,M53A11,HYUNDAI,I10,M1,M1,1,1410,1130,104,120,2425,1467,1478,PETROL,M,998,49,,,,,,,P,2021,,,
57576306,MT,IP-JDA1MTPJR5A001-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*59,SR,DHE2,MT5DA120M00E,DACIA,DUSTER,M1,M1,1,1725,1406,120,141,2673,1563,1570,PETROL,M,999,74,,,,,,,P,2021,,,
57576307,MT,IP-01182-KMH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E4*2007/46*1157*10,AE,B5E11,E11BZ1,HYUNDAI,IONIQ,M1,M1,1,1970,1719,0,0,2700,1552,1564,ELECTRIC,E,,100,138,,,,,,P,2021,,,
57576308,MT,IP-050531-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0090*01,AC3,B5P11,M53A11,HYUNDAI,I10,M1,M1,1,1410,1130,104,120,2425,1467,1478,PETROL,M,998,49,,,,,,,P,2021,,,
57576309,MT,IP-0021-JT_1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*02,AB1,KB40,KGB40RAHMGKW,TOYOTA,AYGO,M1,M1,1,1240,1019,93,114,2340,1430,1420,PETROL,M,998,53,,,,,,,P,2021,,,
57576310,MT,IP-MQB27ZZ_A0_0533-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1892*16,GB,SDLACF1,FD7FD7CW005RT11A154BIAEB,AUDI,A1 SPORTBACK,M1,M1,1,1675,1318,106,133,2550,1511,1490,PETROL,M,999,70,,E13 28 29,,2.1,,,P,2021,,,
57576311,MT,IP-0110-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0437*00,"XPA1F(EU,)",MXPH11(H),MXPH11R-BHXBNBW(2A),TOYOTA,YARIS,M1,M1,1,1615,1297,48,86,2560,1520,1520,PETROL,H,1490,68,,E6 28,,0.8,,,P,2021,,,
57576312,MT,IP-BX72_2019_00007-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3165*04,J2K,B7JB12X,5CFPTNAXMAD,FORD,PUMA,M1,M1,1,1765,1411,68,90,2588,1562,1518,PETROL,H,999,92,,,,,,,P,2021,,,
57576313,MT,IP-MQB37SZ_A2_0567-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1552*18,GA,XDPCAF1,FD7FD7CW002RT21C194BIAEM,AUDI,Q2,M1,M1,1,1870,1532,121,146,2589,1547,1538,PETROL,M,1498,110,,E13 29,,1.1,,,P,2021,,,
57576314,MT,IP-0018-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0344*02,XP13MA,NHP13MH,NHP130RCHXNBW4R,TOYOTA,YARIS HYBRID,M1,M1,1,1565,1265,59,76,2510,1485,1470,PETROL,H,1497,54,,,,,,,P,2021,,,
57576315,MT,IP-0018-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0344*02,XP13MA,NHP13MH,NHP130RCHXNBW4R,TOYOTA,YARIS HYBRID,M1,M1,1,1565,1265,59,76,2510,1485,1470,PETROL,H,1497,165,,,,,,,P,2021,,,
57576316,MT,IP-0061-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0318*01,"E1HE(EU,M)",ZWE211(H),ZWE211R-DHXNBW(1B),TOYOTA,COROLLA,M1,M1,1,1820,1512,53,71,2640,1530,1530,PETROL,H,1798,72,,E6 28,,0.9,,,P,2021,,,
57576317,MT,IP-0018-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0344*02,XP13MA,NHP13MH,NHP130RCHXGBW4R,TOYOTA,YARIS HYBRID,M1,M1,1,1565,1276,64,78,2510,1465,1455,PETROL,H,1497,54,,,,,,,P,2021,,,
57576318,MT,IP-MQB27ZZ_A0_0533-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1892*16,GB,SDLACF1,FD7FD7CW005RT11B174BIAEM,AUDI,A1 SPORTBACK,M1,M1,1,1676,1352,107,137,2550,1511,1490,PETROL,M,999,70,,E13 28 29,,2.1,,,P,2021,,,
57576319,MT,IP-MQB37SZ_A2_0567-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1552*18,GA,XDPCAF1,FD7FD7CW002RT11A164BIAEM,AUDI,Q2,M1,M1,1,1870,1475,117,137,2589,1547,1538,PETROL,M,1498,110,,E13 29,,1.1,,,P,2021,,,
57576320,MT,IP-MQB27SZ_A1_0216-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDKRF,FD7SFD7CW0074BF3A1AAD,SEAT,ARONA,M1,M1,1,1690,1343,111,135,2552,1505,1485,PETROL,M,999,85,,,,,,,P,2021,,,
57576321,MT,IP-JAA1MFPDW5A000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*03,RJA,BE2,MFBTA04A5000,RENAULT,CLIO,M1,M1,1,1673,1368,118,131,2583,1506,1494,PETROL,M,1332,96,,E9  E9 28 29,,1.9,,,P,2021,,,
57576322,MT,IP-MQB27SZB30539-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1685*08,C1,DLAAACX05,FM6FM6AJ0214BIABAG,VOLKSWAGEN,T-CROSS,M1,M1,1,1750,1418,110,133,2551,1526,1508,PETROL,M,999,81,,,,,,,P,2021,,,
57576323,MT,IP-MQB27SZB30539-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1985*08,C1,DLAAAACX05,FM6FM6AJ0214BI1ABAG,VOLKSWAGEN,T-CROSS,M1,M1,1,1750,1421,110,133,2551,1526,1508,PETROL,M,999,81,,,,,,,P,2021,,,
57576324,MT,IP-MQB27SZA12019-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDKRF,FM6SFM6AJ0194BF3A1AAD,SEAT,ARONA,M1,M1,1,1670,1322,110,131,2552,1505,1485,PETROL,M,999,85,,,,,,,P,2021,,,
57576325,MT,IP-0000337-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1676*10,F1X,72AB,IAW50000,BMW,X1,M1,M1,1,2330,1951,43,41,2670,1561,1562,PETROL/ELECTRIC,P,1499,92,138,,,,,,P,2021,,,57
57576326,MT,IP-PQ12ZZZA20503-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1167*31,AA,ABEBMA,FA1FA1CZ0020GAVR0N1EVW1,VOLKSWAGEN,UP,M1,M1,1,1530,1318,0,0,2417,1412,1408,ELECTRIC,E,,130,146,,,,,,P,2021,,,
57576327,MT,IP-MQB27ZZA00534-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,BDLAA,FD7SFD7CW0054BI3A1CAD,SEAT,IBIZA,M1,M1,1,1690,1343,108,136,2548,1499,1479,PETROL,M,999,81,,E9  28 29,,1.9,,,P,2021,,,
57576328,MT,IP-0000530-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2018*03,F1H,7K32,IHW500LG,BMW,118I,M1,M1,1,1845,1496,126,132,2670,1561,1562,PETROL,M,1499,100,,E24  28 29,,2.1,,,P,2021,,,
57576329,MT,IP-HMHMA55310-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*08,U,P,HMHDX1B100,OPEL,CORSA,M1,M1,1,1550,1182,93,123,2540,1490,1490,PETROL,M,1199,55,,,,,,,P,2021,,,
57576330,MT,IP-MQB27SZA10539-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3134*27,KJ,XDLAA,FM6SFM6AJ0214BI3A1BAD,SEAT,ARONA,M1,M1,1,1680,1342,112,125,2552,1505,1485,PETROL,M,999,81,,E9  28 29,,1.9,,,P,2021,,,
57576331,MT,IP-PQ12ZZZA20503-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1167*31,AA,ABEBMA,FA1FA1CZ0020GAVR0N1EWV1,VOLKSWAGEN,UP,M1,M1,1,1530,1318,0,0,2417,1412,1408,ELECTRIC,E,,61,146,,,,,,P,2021,,,
57576332,MT,IP-132019518-JMZ-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2007/46*2041*04,DM,6WE,ACW00,MAZDA,CX-30,M1,M1,1,1957,1657,88,106,2655,1565,1565,PETROL,H,1998,90,,,,,,,P,2021,,,
57576333,MT,IP-MQB27SZ_A3_0549-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1985*07,C1,DLAAACX05,FM6FM6AJ0214BI1ABAG,VOLKSWAGEN,T-CROSS,M1,M1,1,1750,1418,110,133,2551,1526,1508,PETROL,M,999,81,,,,,,,P,2021,,,
57576334,MT,IP-04KNA-2018-1068,KIA,KIA,KIA CORPORATION,,E4*2007/46*1139*09,DE,C5P21,D61AY1,KIA,NIRO,M1,M1,1,2000,1725,29,31,2700,1565,1579,PETROL/ELECTRIC,P,1580,77,122,,,,,,P,2021,,,
